FeltenDim,Problem,Subproblem,Dataset,Title,Metric,Date,Algorithm,Metric Performance,Source
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-12-08,Prior+Duel hs,18.4,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-12-08,DDQN (tuned) hs,19.1,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-01-06,Prior hs,18.9,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-01-06,Prior noop,20.6,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-02-24,DDQN+Pop-Art noop,20.6,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-04-05,Prior+Duel noop,20.9,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-04-10,A3C FF hs,5.6,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-04-10,A3C LSTM hs,10.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2016-04-10,A3C FF (1 day) hs,11.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2017-03-10,ES FF (1 hour) noop,21,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2017-07-21,C51 noop,20.9,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2012-07-14,SARSA,86,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2012-07-19,Best linear,684.3,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-02-26,Nature DQN,1788,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-07-15,Gorila,2598.6,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-09-22,DQN noop,146.7,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-09-22,DQN hs,207.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-11-20,Duel noop,103,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-11-20,DDQN (tuned) noop,129.7,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-11-20,Duel hs,292.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-12-08,DDQN (tuned) hs,-575.5,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2015-12-08,Prior+Duel hs,1277.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-01-06,Prior noop,200,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-01-06,Prior hs,670.7,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-02-24,DDQN+Pop-Art noop,286.7,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-04-05,Prior+Duel noop,206,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-04-10,A3C FF (1 day) hs,194.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-04-10,A3C FF hs,206.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-04-10,A3C LSTM hs,421.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2016-08-22,A3C-CTS,99.32,Unifying Count-Based Exploration and Intrinsic Motivation
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2017-03-03,DQN-CTS,206,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2017-03-03,DQN-PixelCNN,8358.7,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2017-03-10,ES FF (1 hour) noop,100,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Private Eye,Raw Score,2017-07-21,C51 noop,15095,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2012-07-14,SARSA,960.3,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2012-07-19,Best linear,613.5,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2013-12-19,DQN best,4500,Playing Atari with Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-02-26,Nature DQN,10596,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-07-15,Gorila,7089.8,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-09-10,MP-EB,15805,Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-09-22,DQN hs,9271.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-09-22,DQN noop,13117.3,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-11-20,Duel hs,14175.8,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-11-20,DDQN (tuned) noop,15088.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-11-20,Duel noop,19220.3,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-12-08,DDQN (tuned) hs,11020.8,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2015-12-08,Prior+Duel hs,14063,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-01-06,Prior hs,9944,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-01-06,Prior noop,16256.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-02-24,DDQN+Pop-Art noop,5236.8,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-04-05,Prior+Duel noop,18760.3,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-04-10,A3C FF (1 day) hs,13752.3,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-04-10,A3C FF hs,15148.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2016-04-10,A3C LSTM hs,21307.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2017-03-10,ES FF (1 hour) noop,147.5,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2017-06-25,Sarsa-ε,3895.3,Count-Based Exploration in Feature Space for Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2017-06-25,Sarsa-φ-EB,4111.8,Count-Based Exploration in Feature Space for Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Q*Bert,Raw Score,2017-07-21,C51 noop,23784,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2012-07-14,SARSA,2650,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2012-07-19,Best linear,1904,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-02-26,Nature DQN,8316,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-07-15,Gorila,5310.3,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-09-22,DQN hs,4748.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-09-22,DQN noop,7377.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-11-20,DDQN (tuned) noop,14884.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-11-20,Duel hs,16569.4,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-11-20,Duel noop,21162.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-12-08,DDQN (tuned) hs,10838.4,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2015-12-08,Prior+Duel hs,16496.8,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-01-06,Prior hs,11807.2,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-01-06,Prior noop,14522.3,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-02-24,DDQN+Pop-Art noop,12530.8,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-04-05,Prior+Duel noop,20607.6,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-04-10,A3C LSTM hs,6591.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-04-10,A3C FF (1 day) hs,10001.2,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2016-04-10,A3C FF hs,12201.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2017-03-10,ES FF (1 hour) noop,5009,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 River Raid,Raw Score,2017-07-21,C51 noop,17322,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2012-07-14,SARSA,89.1,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2012-07-19,Best linear,67.7,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-02-26,Nature DQN,18257,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-07-15,Gorila,43079.8,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-09-22,DQN hs,35215,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-09-22,DQN noop,39544,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-11-20,DDQN (tuned) noop,44127,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-11-20,Duel hs,58549,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-11-20,Duel noop,69524,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Road Runner,Raw Score,2015-12-08,DDQN (tuned) hs,43156,Deep Reinforcement Learning with Double Q-learning
